age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;hours_per_week;country;salary
(37,43];Private;214242;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;216864;High School;(8,9];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(33,35];Private;245211;High School;(8,9];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Male;<40;US;0
(54,61];Private;437727;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Private;200418;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Local-gov;167334;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;146834;High School;(8,9];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;78424;Associate;(10,12];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(35,37];Private;182675;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Female;>40;US;1
(25,29];Self-emp-not-inc;38079;Some-college;(9,10];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;115178;Bachelors;(12,13];Spouseless;Prof-specialty;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;195949;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;167415;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Private;223214;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;22245;Bachelors;(12,13];With Spouse;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];State-gov;81853;Some-college;(9,10];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(29,33];Private;147921;Associate;(10,12];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(25,29];Private;29261;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;257758;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];State-gov;136546;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;205493;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Female;>40;US;1
[17,21];Private;71650;High School;(8,9];Spouseless;Agriculture;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;150217;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Self-emp-inc;258648;<= 12th;[1,8];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;114798;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;186188;Some-college;(9,10];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(35,37];Local-gov;175255;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;249935;Bachelors;(12,13];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;120277;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
(25,29];Private;193165;Some-college;(9,10];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(29,33];Private;185027;Associate;(10,12];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
[17,21];Private;221418;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Federal-gov;56063;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;153927;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];State-gov;163110;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Self-emp-inc;175696;High School;(8,9];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;143189;<= 12th;[1,8];Spouseless;Machine-op-inspct;Child or other relative;White or Asian-Pac-Islander;Female;40;Non-US;0
[17,21];Other;114969;High School;(8,9];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(43,54];State-gov;32778;High School;(8,9];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(21,23];Private;150683;Some-college;(9,10];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Self-emp-inc;78104;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(23,25];Private;335005;Some-college;(9,10];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Local-gov;311551;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Self-emp-not-inc;201520;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(23,25];Private;124111;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Private;166386;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Female;<40;Non-US;0
(37,43];State-gov;117471;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(23,25];Private;361307;Bachelors;(12,13];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;142038;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Female;>40;US;0
(33,35];Private;276552;High School;(8,9];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;50402;Some-college;(9,10];Spouseless;Machine-op-inspct;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Self-emp-not-inc;174090;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
(25,29];Private;277760;High School;(8,9];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(23,25];Private;24243;High School;(8,9];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Self-emp-inc;151089;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Self-emp-not-inc;165278;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;182752;Some-college;(9,10];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(29,33];Private;173002;High School;(8,9];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(54,61];Private;261232;<= 12th;[1,8];Spouseless;Agriculture;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Private;164607;Bachelors;(12,13];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Self-emp-not-inc;129573;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Federal-gov;36186;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(23,25];Private;325744;High School;(8,9];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Self-emp-inc;329793;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;133616;Some-college;(9,10];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(54,61];Private;83401;<= 12th;[1,8];Spouseless;Machine-op-inspct;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Private;239880;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(23,25];Private;201737;Some-college;(9,10];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;192182;Some-college;(9,10];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;143540;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;28334;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;245873;Some-college;(9,10];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Local-gov;199095;Associate;(10,12];Spouseless;Prof-specialty;Unmarried;Other;Female;40;US;0
(43,54];Private;104461;Bachelors;(12,13];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;>40;Non-US;1
(29,33];Local-gov;183923;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
(29,33];Private;129707;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
(37,43];Local-gov;575442;Some-college;(9,10];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(37,43];State-gov;184682;Associate;(10,12];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(33,35];Private;69251;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;225507;Associate;(10,12];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;167515;Some-college;(9,10];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(33,35];Private;407068;<= 12th;[1,8];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;40;Non-US;0
(37,43];Private;170019;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;40;Non-US;0
(43,54];Local-gov;125892;Some-college;(9,10];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Local-gov;35824;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(33,35];Private;67083;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(21,23];Private;107801;Bachelors;(12,13];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Self-emp-not-inc;95577;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Female;<40;Non-US;0
(37,43];Private;118536;High School;(8,9];Spouseless;Machine-op-inspct;Child or other relative;Other;Male;40;US;0
(54,61];Private;198078;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;78261;Above Masters;(13,16];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;234108;High School;(8,9];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Local-gov;241998;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;92717;High School;(8,9];Spouseless;Service;Unmarried;Other;Female;40;US;0
(21,23];Private;257683;Bachelors;(12,13];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(61,90];Private;40388;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(23,25];Private;55424;Bachelors;(12,13];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;169600;Some-college;(9,10];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Local-gov;319271;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(35,37];Self-emp-not-inc;75050;Associate;(10,12];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;182896;High School;(8,9];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(21,23];Private;188274;High School;(8,9];Spouseless;Transport-moving;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;211497;Some-college;(9,10];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;113806;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
(43,54];Local-gov;172246;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Local-gov;219962;Associate;(10,12];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Other;186815;Masters;(13,16];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Other;132749;Bachelors;(12,13];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(25,29];Private;209801;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Female;40;US;0
[17,21];State-gov;178517;Some-college;(9,10];Spouseless;Agriculture;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;169364;Some-college;(9,10];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;40;Non-US;0
(29,33];Federal-gov;164707;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Female;40;US;1
(54,61];Private;144084;<= 12th;[1,8];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Local-gov;133692;Bachelors;(12,13];Spouseless;Tech and Secutity;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;184169;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
(43,54];Self-emp-inc;145290;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(61,90];Local-gov;24824;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;178319;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(21,23];Private;235829;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(21,23];Other;196280;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Self-emp-not-inc;54202;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(35,37];Private;220237;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(23,25];Private;59146;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Private;64148;Some-college;(9,10];Spouseless;Service;Unmarried;Other;Female;>40;US;0
(25,29];Private;196621;High School;(8,9];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Private;195668;<= 12th;[1,8];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;<40;Non-US;1
(29,33];State-gov;263000;Associate;(10,12];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Private;554986;Some-college;(9,10];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Other;108211;<= 12th;[1,8];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;217654;Some-college;(9,10];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;1
(43,54];Private;139671;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;102771;<= 12th;[1,8];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(37,43];Private;213019;High School;(8,9];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(33,35];Private;228493;Some-college;(9,10];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];Self-emp-not-inc;22907;<= 12th;[1,8];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;24364;Some-college;(9,10];With Spouse;Service;Wife or husband;Other;Female;<40;US;0
(21,23];Federal-gov;41432;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;235259;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;343476;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(35,37];Private;326886;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;248313;Associate;(10,12];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Self-emp-not-inc;30290;High School;(8,9];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;188540;High School;(8,9];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;237943;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
(23,25];Private;198870;Bachelors;(12,13];Spouseless;Administration;Child or other relative;Other;Male;<40;US;0
(29,33];Private;233980;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;171090;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;Other;Female;>40;US;0
(21,23];Private;353039;High School;(8,9];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Female;<40;Non-US;0
(43,54];Federal-gov;213140;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;188136;Bachelors;(12,13];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(29,33];Private;130057;Associate;(10,12];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];State-gov;345339;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;182074;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Local-gov;176557;Masters;(13,16];Spouseless;Prof-specialty;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(54,61];State-gov;71630;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Private;159849;<= 12th;[1,8];Spouseless;Tech and Secutity;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(35,37];Private;183425;Some-college;(9,10];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Self-emp-not-inc;125933;Above Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Local-gov;180123;High School;(8,9];Spouseless;Agriculture;Child or other relative;Other;Male;40;US;0
(35,37];Private;592930;High School;(8,9];With Spouse;Transport-moving;Wife or husband;Other;Male;>40;US;1
(25,29];Private;183802;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;77005;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;80914;<= 12th;[1,8];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];Self-emp-inc;165667;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Private;123991;Some-college;(9,10];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Self-emp-inc;181307;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(54,61];Private;124137;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Male;40;Non-US;0
[17,21];Other;137363;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
[17,21];Private;291979;High School;(8,9];With Spouse;Sales;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;91251;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(25,29];Federal-gov;148153;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;131463;<= 12th;[1,8];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(29,33];State-gov;127651;High School;(8,9];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Self-emp-inc;239018;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;276087;Associate;(10,12];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(33,35];Private;386877;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;Other;Male;40;US;0
(54,61];Private;210464;High School;(8,9];Spouseless;Administration;Child or other relative;Other;Female;<40;US;0
(23,25];Private;632834;High School;(8,9];Spouseless;Craft-repair;Child or other relative;Other;Male;40;US;0
(25,29];Private;245465;Associate;(10,12];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
[17,21];Private;198087;High School;(8,9];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(33,35];Private;27408;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(35,37];Private;242713;High School;(8,9];Spouseless;Administration;Unmarried;Other;Female;40;Non-US;0
(54,61];Private;314727;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
(37,43];State-gov;269733;Associate;(10,12];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;177287;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(61,90];Private;167711;High School;(8,9];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;40;US;1
(37,43];Private;112181;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Private;339002;High School;(8,9];Spouseless;Transport-moving;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];State-gov;24721;Some-college;(9,10];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(61,90];Self-emp-not-inc;37092;Associate;(10,12];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
[17,21];Private;216563;Some-college;(9,10];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;204447;High School;(8,9];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(23,25];Other;151153;Some-college;(9,10];Spouseless;Other;Not-in-family;White or Asian-Pac-Islander;Male;>40;Non-US;1
(37,43];Private;187089;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Private;423052;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;169180;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Female;40;Non-US;0
[17,21];Private;104981;Some-college;(9,10];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Other;120074;High School;(8,9];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Private;269323;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Private;141549;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Private;214858;<= 12th;[1,8];With Spouse;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;173524;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Local-gov;365049;Some-college;(9,10];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;40;Non-US;0
(37,43];Private;60355;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(29,33];Private;86808;High School;(8,9];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(29,33];State-gov;174171;Some-college;(9,10];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(29,33];Federal-gov;504951;Associate;(10,12];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;294064;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;0
(43,54];Private;120131;Bachelors;(12,13];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
(43,54];Private;199058;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(21,23];Private;152328;Some-college;(9,10];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Federal-gov;88564;<= 12th;[1,8];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(61,90];Private;95113;High School;(8,9];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
(35,37];Private;247558;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;1
(23,25];Private;178421;Bachelors;(12,13];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;484861;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(25,29];Local-gov;225291;Associate;(10,12];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(54,61];Private;205735;<= 12th;[1,8];Spouseless;Machine-op-inspct;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
